Time,Reactor Pressure (psi),Temperature (C),H2 Actual Flow (SCCM),CO2 Actual Flow (SCCM),He Actual Flow (SCCM),H2 Setpoint (SCCM),CO2 Setpoint (SCCM),He Setpoint (SCCM),GC Analysis Stream,Heater Power State
17:49:11,0.00,26.58,0.00,0.00,0.00,0.0,0.0,0.0,Feed,OFF
